playerid,dates,handle,ggr,last_12months_segment,Target_CG,bonus
1269553,2/11/2019,80,31,medium,Target,10
1281511,7/19/2019,80,60,low,Target,5
1443201,12/16/2019,80,20,regnodep,Target,5
1231623,10/13/2019,80,29.55,low,Target,5
1183228,10/25/2019,80,50,medium,Target,10
1179943,2/6/2020,80,40,low,Target,5
1170277,1/4/2020,80,61.6,high,Target,20
1346329,2/3/2020,80,80,low,Target,5
1367513,2/6/2020,80,-5,low,Target,5
1275707,2/13/2019,79.94,29.97,regnodep,Target,5
1196912,5/6/2019,79.75,10.05,medium,Target,10
1270780,1/21/2019,79.65,37.85,regnodep,Control Group,0
1142305,4/6/2019,79.6,41.25,low,Target,5
1292196,7/31/2019,79.6,20.9,high,Control Group,0
1258202,7/7/2019,79.6,20.13,low,Target,5
1178832,11/8/2019,79.58,26.08,medium,Target,10
1204304,6/20/2019,79.55,10.05,low,Target,5
1160970,3/23/2019,79.5,30.05,low,Control Group,0
1133225,6/28/2019,79.5,49.55,medium,Target,10
1164847,3/10/2019,79.47,9.93,high,Target,20
1136220,8/7/2019,79.3,54.85,medium,Control Group,0
1164847,1/7/2020,79.2,10.9,high,Target,20
1148935,7/13/2019,79.18,9.86,medium,Target,10
1157739,9/26/2019,79.04,-30.11,low,Target,5
1481408,1/9/2020,79,29,low,Target,5
1304220,1/9/2020,79,79,medium,Control Group,0
1178832,4/6/2019,78.98,10.46,medium,Target,10
1242483,2/16/2019,78.9,20,low,Target,5
1217510,1/14/2020,78.9,11.95,high,Control Group,0
1160970,8/13/2019,78.8,65.16,low,Control Group,0
1250542,1/21/2020,78.8,25,low,Target,5
1363938,1/27/2020,78.8,44.8,low,Target,5
1136220,8/28/2019,78.7,54.93,medium,Control Group,0
1157739,9/5/2019,78.7,20.05,low,Target,5
1258202,8/10/2019,78.6,5.05,low,Target,5
1227846,10/17/2019,78.6,20.1,low,Control Group,0
1160970,6/7/2019,78.4,30.1,low,Control Group,0
1136220,9/27/2019,78.4,-3.3,medium,Control Group,0
1232188,4/2/2019,78.25,20,vip,Target,50
1136220,10/25/2019,78.2,50.15,medium,Control Group,0
1283955,8/7/2019,78.1,24.93,low,Target,5
1233289,2/17/2019,78,30,medium,Target,10
1267187,4/5/2019,78,40.64,high,Target,20
1190747,7/4/2019,78,29.95,high,Target,20
1142305,8/22/2019,78,19.7,low,Target,5
1227846,3/24/2019,77.9,25,low,Control Group,0
1215456,4/20/2019,77.9,40.03,low,Control Group,0
1204304,4/9/2019,77.7,11.95,low,Target,5
1201401,2/2/2020,77.64,-20,low,Target,5
1128675,5/23/2019,77.6,38.15,low,Target,5
1438655,1/9/2020,77.6,21.64,low,Target,5
1164847,12/18/2019,77.55,29.73,high,Target,20
1271992,5/1/2019,77.5,29.91,low,Target,5
1161474,7/15/2019,77.23,20.01,low,Target,5
1204304,3/28/2019,77.15,10,low,Target,5
1258202,2/22/2019,77.15,54.65,low,Target,5
1347143,1/12/2020,77.15,15.4,low,Target,5
1232188,2/23/2019,77,20,vip,Target,50
1167618,7/14/2019,77,30.1,low,Target,5
1231623,11/17/2019,77,19.8,low,Target,5
1179943,2/2/2020,77,30.15,low,Target,5
1178832,2/3/2020,76.88,7.59,medium,Target,10
1251036,6/29/2019,76.8,40.2,medium,Control Group,0
1170785,2/10/2019,76.6,5.02,medium,Target,10
1425424,1/16/2020,76.5,-24.5,low,Target,5
1167618,2/3/2020,76.5,-31,low,Target,5
1195690,4/6/2019,76.3,41.65,high,Control Group,0
1167618,4/28/2019,76.2,39.85,low,Target,5
1178832,1/12/2020,76.19,-95.32,medium,Target,10
1148931,8/13/2019,76.1,14.96,medium,Target,10
1170277,2/7/2019,76,-8,high,Target,20
1299886,11/14/2019,76,10,low,Control Group,0
1231623,12/1/2019,76,-15.35,low,Target,5
1157739,1/17/2020,75.88,-54.93,low,Target,5
1148935,8/13/2019,75.85,55.01,medium,Target,10
1258202,8/8/2019,75.85,19.78,low,Target,5
1162357,2/25/2019,75.7,22.09,low,Target,5
1445628,1/31/2020,75.7,14.7,medium,Target,10
1131401,9/27/2019,75.6,24.68,medium,Target,10
1387326,1/24/2020,75.6,49.7,low,Control Group,0
1148931,6/8/2019,75.54,28.94,medium,Target,10
1270640,2/14/2019,75.5,31.4,high,Control Group,0
1128604,2/1/2019,75.5,29.89,medium,Target,10
1167618,3/22/2019,75.5,-40,low,Target,5
1128604,6/16/2019,75.5,18.73,medium,Target,10
1231623,12/14/2019,75.5,4.85,low,Target,5
1162357,1/9/2020,75.45,21.96,low,Target,5
1258202,6/12/2019,75.2,20.09,low,Target,5
1425424,2/2/2020,75.13,-1.12,low,Target,5
1217510,1/28/2020,75.11,12,high,Control Group,0
1157739,9/24/2019,75.01,12.18,low,Target,5
1160970,3/7/2019,75,39.8,low,Control Group,0
1139939,4/7/2019,75,24.86,low,Target,5
1232188,4/17/2019,75,40,vip,Target,50
1289406,5/5/2019,75,25,regnodep,Control Group,0
1158811,7/24/2019,75,43.59,low,Target,5
1195690,10/16/2019,75,22.4,high,Control Group,0
1304220,12/30/2019,75,-30,medium,Control Group,0
1269553,1/5/2020,75,30,medium,Target,10
1481408,2/2/2020,75,20,low,Target,5
1148935,8/8/2019,74.87,20.18,medium,Target,10
1215456,2/6/2019,74.85,39.66,low,Control Group,0
1291361,5/19/2019,74.8,30,regnodep,Target,5
1160970,1/15/2020,74.8,5.56,low,Control Group,0
1131401,1/12/2020,74.8,40.25,medium,Target,10
1227846,9/28/2019,74.7,39.95,low,Control Group,0
1162357,3/4/2019,74.65,11,low,Target,5
1188328,9/1/2019,74.6,14.77,low,Target,5
1249270,3/14/2019,74.59,35.29,low,Control Group,0
1227846,1/23/2020,74.5,45,low,Control Group,0
1425424,1/25/2020,74.25,29.5,low,Target,5
1241121,7/22/2019,74.2,-3.91,high,Target,20
1312484,1/9/2020,74.2,68.84,low,Target,5
1196912,2/6/2019,74.1,3.1,medium,Target,10
1267468,4/19/2019,74,-16,medium,Target,10
1251036,2/15/2019,74,25.05,medium,Control Group,0
1300844,10/26/2019,74,15,low,Target,5
1223889,12/29/2019,74,30.35,medium,Target,10
1347143,1/11/2020,74,15,low,Target,5
1164847,5/14/2019,73.92,20.95,high,Target,20
1162357,4/11/2019,73.92,3.72,low,Target,5
1133225,11/8/2019,73.92,59.97,medium,Target,10
1157739,6/4/2019,73.8,19.89,low,Target,5
1171041,11/8/2019,73.75,14.04,high,Target,20
1136220,3/7/2019,73.6,49.95,medium,Control Group,0
1161474,8/17/2019,73.56,20.01,low,Target,5
1286589,6/13/2019,73.51,50.23,medium,Target,10
1136220,3/10/2019,73.5,49.1,medium,Control Group,0
1167618,7/22/2019,73.4,-22.87,low,Target,5
1267187,2/20/2019,73.25,24.95,high,Target,20
1261495,11/25/2019,73.2,15.8,low,Target,5
1174496,7/26/2019,73.11,25.3,low,Control Group,0
1142305,10/22/2019,73.1,21.95,low,Target,5
1167618,5/19/2019,73,-10.29,low,Target,5
1200495,5/13/2019,73,33.95,low,Target,5
1231623,9/7/2019,73,15.6,low,Target,5
1178832,5/31/2019,72.82,-40,medium,Target,10
1178832,7/22/2019,72.7,29.64,medium,Target,10
1148935,1/29/2020,72.66,29.76,medium,Target,10
1161474,4/5/2019,72.45,19.74,low,Target,5
1196912,7/1/2019,72.45,20.35,medium,Target,10
1170785,2/5/2019,72.4,34.76,medium,Target,10
1160970,10/12/2019,72.4,-34948.89,low,Control Group,0
1259556,6/20/2019,72.38,40.05,low,Control Group,0
1266316,3/3/2019,72.3,22.6,low,Control Group,0
1261495,2/2/2020,72.3,20.09,low,Target,5
1162357,12/22/2019,72.29,5.13,low,Target,5
1244748,3/9/2019,72.2,44.95,medium,Target,10
1244748,2/6/2019,72.16,39.96,medium,Target,10
1133225,7/15/2019,72,19.95,medium,Target,10
1178832,7/9/2019,71.9,-39.98,medium,Target,10
1161474,1/4/2020,71.89,20.07,low,Target,5
1167618,1/20/2020,71.8,14.77,low,Target,5
1215456,1/26/2019,71.75,25.01,low,Control Group,0
1164847,3/7/2019,71.61,42.35,high,Target,20
1217510,2/14/2019,71.6,20.19,high,Control Group,0
1133225,5/23/2019,71.6,44.74,medium,Target,10
1183228,9/22/2019,71.6,38.55,medium,Target,10
1297604,10/5/2019,71.6,20.05,medium,Target,10
1165513,10/7/2019,71.6,35.14,vip,Target,50
1160970,3/11/2019,71.5,53.55,low,Control Group,0
1162357,1/30/2019,71.5,40,low,Target,5
1195690,11/2/2019,71.5,39.6,high,Control Group,0
1223889,12/26/2019,71.4,45.3,medium,Target,10
1286951,4/25/2019,71.3,29.65,regnodep,Target,5
1285976,4/18/2019,71.1,30,regnodep,Control Group,0
1227846,11/3/2019,71.1,3.2,low,Control Group,0
1279835,3/9/2019,71,10,regnodep,Target,5
1198664,1/8/2020,71,24.65,low,Target,5
1231623,3/17/2019,70.7,20.25,low,Target,5
1128604,9/2/2019,70.61,19.92,medium,Target,10
1237973,1/30/2020,70.6,44.89,medium,Target,10
1299413,11/22/2019,70.52,60,medium,Target,10
1227846,3/27/2019,70.5,19.88,low,Control Group,0
1148646,6/20/2019,70.5,14.8,low,Control Group,0
1409639,12/30/2019,70.5,-9.5,low,Target,5
1178832,12/13/2019,70.47,15,medium,Target,10
1244748,2/23/2019,70.46,55.01,medium,Target,10
1270663,9/22/2019,70.4,24.72,medium,Target,10
1406090,1/4/2020,70.25,40.17,medium,Control Group,0
1425424,1/27/2020,70.05,41.15,low,Target,5
1160970,2/14/2019,70,-43.05,low,Control Group,0
1167618,1/29/2019,70,-20.24,low,Target,5
1281511,4/7/2019,70,70,low,Target,5
1269553,5/10/2019,70,20,medium,Target,10
1252502,5/27/2019,70,30,medium,Target,10
1269553,7/4/2019,70,20,medium,Target,10
1201401,7/28/2019,70,49.2,low,Target,5
1410534,11/12/2019,70,10,regnodep,Target,5
1179943,1/28/2020,70,50,low,Target,5
1204304,2/14/2019,69.9,10.01,low,Target,5
1162357,5/5/2019,69.9,4.98,low,Target,5
1139939,8/9/2019,69.9,32.87,low,Target,5
1136220,2/23/2019,69.8,35.73,medium,Control Group,0
1162357,7/17/2019,69.75,40,low,Target,5
1204304,2/6/2019,69.7,10.05,low,Target,5
1227846,10/19/2019,69.6,25.4,low,Control Group,0
1167618,7/9/2019,69.4,5.36,low,Target,5
1227846,1/25/2020,69.3,44.8,low,Control Group,0
1167618,4/29/2019,69.2,15.14,low,Target,5
1286874,4/24/2019,69.2,29.9,regnodep,Target,5
1240330,9/28/2019,69.2,26.59,low,Control Group,0
1167618,9/30/2019,69.15,-10,low,Target,5
1227846,12/11/2019,69.1,25.2,low,Control Group,0
1466815,1/10/2020,69.05,25.1,low,Target,5
1270833,3/17/2019,69,19.62,low,Target,5
1227846,4/17/2019,69,-40.06,low,Control Group,0
1240330,4/18/2019,69,-61.9,low,Control Group,0
1162357,3/21/2019,69,11.96,low,Target,5
1132221,6/26/2019,69,5,medium,Target,10
1165513,9/27/2019,69,39.81,vip,Target,50
1180429,12/25/2019,69,51.2,low,Target,5
1162357,2/24/2019,68.9,19.99,low,Target,5
1167618,11/18/2019,68.9,20.25,low,Target,5
1217510,11/27/2019,68.9,32.19,high,Control Group,0
1131401,7/3/2019,68.8,-127.4,medium,Target,10
1201401,9/19/2019,68.7,50.05,low,Target,5
1233289,1/22/2019,68.64,46.14,medium,Target,10
1241121,9/1/2019,68.64,-307.26,high,Target,20
1177666,4/17/2019,68.6,29.77,medium,Control Group,0
1283955,9/12/2019,68.58,25.23,low,Target,5
1232188,3/2/2019,68.5,10,vip,Target,50
1298892,1/4/2020,68.5,-10.75,medium,Target,10
1250416,1/31/2019,68.46,20.05,low,Control Group,0
1160970,7/29/2019,68.4,29.96,low,Control Group,0
1183228,9/8/2019,68.36,14.62,medium,Target,10
1167618,3/20/2019,68.3,-14.13,low,Target,5
1251036,5/3/2019,68.2,35.1,medium,Control Group,0
1157739,12/15/2019,68.2,23.9,low,Target,5
1162357,11/16/2019,68.1,-145.33,low,Target,5
1242483,2/9/2019,68,22,low,Target,5
1232188,4/24/2019,68,20,vip,Target,50
1167618,3/28/2019,68,-22.8,low,Target,5
1209827,3/18/2019,68,40,low,Target,5
1170277,5/10/2019,68,41.35,high,Target,20
1227846,8/1/2019,68,40.06,low,Control Group,0
1231623,1/5/2020,68,29.9,low,Target,5
1261495,7/31/2019,67.9,14.66,low,Target,5
1272164,7/30/2019,67.8,10.07,low,Target,5
1259556,11/10/2019,67.8,19.96,low,Control Group,0
1227846,1/11/2020,67.8,44.9,low,Control Group,0
1161474,9/1/2019,67.76,4.83,low,Target,5
1217510,6/24/2019,67.6,20.01,high,Control Group,0
1148935,8/20/2019,67.56,9.73,medium,Target,10
1215456,5/18/2019,67.5,-14.85,low,Control Group,0
1283955,7/20/2019,67.5,36.29,low,Target,5
1227846,9/14/2019,67.5,40,low,Control Group,0
1136220,11/28/2019,67.5,34.25,medium,Control Group,0
1167420,3/25/2019,67.45,20,vip,Control Group,0
1275092,10/18/2019,67.45,23.17,medium,Target,10
1273263,2/11/2019,67.3,-588.3,regnodep,Target,5
1167618,4/5/2019,67.3,29.99,low,Target,5
1164957,11/4/2019,67.27,30.1,low,Target,5
1231623,1/24/2020,67.25,36.6,low,Target,5
1187561,7/15/2019,67.2,24.76,high,Target,20
1227846,2/3/2020,67.2,20.08,low,Control Group,0
1190747,6/1/2019,67,19.72,high,Target,20
1132221,2/27/2019,67,20,medium,Target,10
1260180,9/12/2019,67,25,low,Control Group,0
1136220,9/13/2019,67,50.04,medium,Control Group,0
1136220,9/25/2019,67,49.84,medium,Control Group,0
1231623,12/19/2019,67,19.95,low,Target,5
1148931,9/17/2019,66.98,22.09,medium,Target,10
1251036,6/30/2019,66.86,24.81,medium,Control Group,0
1233289,1/29/2020,66.8,50.3,medium,Target,10
1275903,2/16/2019,66.72,47.52,regnodep,Target,5
1128604,3/24/2019,66.7,10.98,medium,Target,10
1142305,5/14/2019,66.7,24.96,low,Target,5
1167618,11/19/2019,66.7,-28.15,low,Target,5
1251036,6/5/2019,66.6,20.23,medium,Control Group,0
1167618,4/18/2019,66.6,-0.21,low,Target,5
1128675,9/6/2019,66.6,15.17,low,Target,5
1231623,6/4/2019,66.5,20.1,low,Target,5
1167618,5/7/2019,66.5,10.25,low,Target,5
1148935,10/4/2019,66.5,20.1,medium,Target,10
1302836,11/21/2019,66.45,16.35,low,Control Group,0
1160970,5/31/2019,66.4,29.84,low,Control Group,0
1128604,6/18/2019,66.4,19.92,medium,Target,10
1251036,6/27/2019,66.38,48.53,medium,Control Group,0
1274739,5/27/2019,66.38,40.18,medium,Target,10
1178832,6/10/2019,66.3,41.13,medium,Target,10
1274873,2/9/2019,66.25,30,regnodep,Target,5
1217510,5/28/2019,66.2,19.91,high,Control Group,0
1227846,1/6/2020,66.2,40.2,low,Control Group,0
1242483,1/22/2019,66,20,low,Target,5
1232188,5/28/2019,66,20,vip,Target,50
1165350,4/10/2019,66,29.5,low,Control Group,0
1209827,6/28/2019,66,20,low,Target,5
1271992,3/31/2019,65.9,39.15,low,Target,5
1132221,11/17/2019,65.9,24.85,medium,Target,10
1241121,7/18/2019,65.84,38.31,high,Target,20
1368946,10/10/2019,65.8,29.84,regnodep,Control Group,0
1165513,11/1/2019,65.8,29.91,vip,Target,50
1217510,10/18/2019,65.78,34.08,high,Control Group,0
1167618,2/21/2019,65.7,19.86,low,Target,5
1153955,3/4/2019,65.6,26.65,medium,Target,10
1128675,5/4/2019,65.6,33.04,low,Target,5
1359358,10/8/2019,65.6,11.4,medium,Target,10
1359358,12/11/2019,65.56,45.39,medium,Target,10
1261495,8/7/2019,65.55,13.27,low,Target,5
1217510,5/9/2019,65.54,18,high,Control Group,0
1223889,8/4/2019,65.5,29.84,medium,Target,10
1298535,7/26/2019,65.5,29.88,regnodep,Target,5
1270640,3/24/2019,65.2,20.3,high,Control Group,0
1160970,10/11/2019,65.2,29.9,low,Control Group,0
1161474,6/13/2019,65.02,20.04,low,Target,5
1291307,5/24/2019,65,30,low,Target,5
1270030,8/14/2019,65,65,high,Control Group,0
1131432,10/15/2019,65,50,medium,Target,10
1196262,2/3/2020,65,12,high,Target,20
1303970,1/19/2020,65,55,medium,Control Group,0
1421812,12/2/2019,65,14,low,Target,5
1217510,2/6/2020,65,10.94,high,Control Group,0
1331154,1/17/2020,65,40,high,Target,20
1142305,5/5/2019,64.9,25.43,low,Target,5
1201401,9/7/2019,64.7,20,low,Target,5
1375158,10/21/2019,64.6,20.04,low,Target,5
1270833,5/3/2019,64.5,12.21,low,Target,5
1133225,6/19/2019,64.5,35.4,medium,Target,10
1483805,1/7/2020,64.5,29.9,regnodep,Target,5
1421812,12/16/2019,64.5,36.25,low,Target,5
1128604,5/14/2019,64.4,19.7,medium,Target,10
1261999,9/16/2019,64.4,57.75,low,Target,5
1181743,9/27/2019,64.24,49.79,low,Target,5
1294398,6/15/2019,64.2,-63.6,regnodep,Target,5
1231623,2/1/2019,64.2,19.62,low,Target,5
1270833,4/27/2019,64.16,28.93,low,Target,5
1167618,6/15/2019,64.1,13.21,low,Target,5
1162357,9/25/2019,64.05,10.04,low,Target,5
1136220,5/2/2019,64,36.8,medium,Control Group,0
1231623,9/18/2019,64,19.9,low,Target,5
1136220,10/23/2019,64,54.82,medium,Control Group,0
1379185,1/25/2020,64,24,low,Target,5
1406090,12/15/2019,64,19.4,medium,Control Group,0
1195690,12/18/2019,64,10.09,high,Control Group,0
1131401,12/8/2019,63.8,20.25,medium,Target,10
1261495,3/4/2019,63.75,14.85,low,Target,5
1170277,3/16/2019,63.75,53.25,high,Target,20
1294925,6/18/2019,63.75,30,regnodep,Target,5
1148931,8/8/2019,63.74,27.06,medium,Target,10
1162357,2/6/2020,63.66,20.2,low,Target,5
1359358,11/7/2019,63.46,15.21,medium,Target,10
1359576,10/23/2019,63.46,50,regnodep,Control Group,0
1174496,4/8/2019,63.4,25.2,low,Control Group,0
1167618,5/22/2019,63.4,12.14,low,Target,5
1263148,7/3/2019,63.3,40.03,vip,Target,50
1251036,6/23/2019,63.2,-85.75,medium,Control Group,0
1153955,10/13/2019,63.2,25.04,medium,Target,10
1136220,9/23/2019,63.2,50.2,medium,Control Group,0
1232188,6/26/2019,63,30,vip,Target,50
1269553,3/5/2019,63,10.5,medium,Target,10
1283078,4/30/2019,63,45,medium,Target,10
1180308,7/26/2019,63,63,low,Target,5
1148931,6/5/2019,62.88,15.06,medium,Target,10
1161474,2/4/2020,62.83,19.88,low,Target,5
1272164,2/4/2019,62.8,24.02,low,Target,5
1204304,4/3/2019,62.8,11.95,low,Target,5
1217510,8/14/2019,62.79,21.02,high,Control Group,0
1274064,3/3/2019,62.6,20.69,low,Target,5
1136220,1/4/2020,62.6,28.26,medium,Control Group,0
1131401,4/12/2019,62.58,48.93,medium,Target,10
1157739,7/20/2019,62.57,19.98,low,Target,5
1167618,4/16/2019,62.5,5,low,Target,5
1128453,5/27/2019,62.5,26.1,low,Target,5
1160970,9/6/2019,62.4,29.94,low,Control Group,0
1136220,11/2/2019,62.2,54.8,medium,Control Group,0
1178832,2/24/2019,62.16,20.2,medium,Target,10
1196912,9/7/2019,62.1,22.8,medium,Target,10
1161474,8/1/2019,62.02,20,low,Target,5
1251036,4/21/2019,62,40.38,medium,Control Group,0
1233289,1/25/2019,62,52,medium,Target,10
1249078,4/18/2019,62,-6,regnodep,Target,5
1132221,5/3/2019,62,12,medium,Target,10
1302450,8/30/2019,62,5,low,Control Group,0
1133225,8/5/2019,62,40.23,medium,Target,10
1259556,10/25/2019,62,19.94,low,Control Group,0
1161474,6/27/2019,61.64,19.98,low,Target,5
1133225,5/20/2019,61.6,42.7,medium,Target,10
1194792,6/7/2019,61.6,39.7,high,Target,20
1370845,10/12/2019,61.6,30,regnodep,Target,5
1167618,12/11/2019,61.5,8,low,Target,5
1164847,6/4/2019,61.38,19.96,high,Target,20
1131401,7/29/2019,61.2,20.3,medium,Target,10
1445628,1/4/2020,61.2,25.05,medium,Target,10
1132221,4/13/2019,61,29.7,medium,Target,10
1128604,4/27/2019,61,20.01,medium,Target,10
1286756,4/23/2019,61,29.74,regnodep,Control Group,0
1254385,11/13/2019,61,-23,medium,Target,10
1171041,1/11/2020,61,2.37,high,Target,20
1304220,1/20/2020,61,43,medium,Control Group,0
1201401,11/8/2019,60.85,14.88,low,Target,5
1272983,8/1/2019,60.84,52.36,high,Target,20
1269922,5/18/2019,60.8,25.16,low,Target,5
1160970,8/15/2019,60.8,29.74,low,Control Group,0
1499797,1/16/2020,60.8,19.65,regnodep,Target,5
1161474,12/18/2019,60.74,19.96,low,Target,5
1158811,5/14/2019,60.7,35.3,low,Target,5
1204304,2/16/2019,60.65,10,low,Target,5
1270833,4/28/2019,60.6,32.16,low,Target,5
1232188,2/16/2019,60.6,10,vip,Target,50
1153955,3/16/2019,60.6,18.9,medium,Target,10
1128675,7/30/2019,60.6,-13.26,low,Target,5
1201401,8/19/2019,60.6,5.93,low,Target,5
1227846,2/25/2019,60.5,19.89,low,Control Group,0
1227846,9/20/2019,60.5,20.1,low,Control Group,0
1449903,12/21/2019,60.5,9.5,regnodep,Target,5
1261495,10/22/2019,60.5,-4.37,low,Target,5
1217510,11/29/2019,60.3,24.04,high,Control Group,0
1174496,2/17/2019,60.2,24.77,low,Control Group,0
1171041,11/13/2019,60.2,31.4,high,Target,20
1475368,2/2/2020,60.2,20.2,medium,Target,10
1265805,5/3/2019,60.12,22.37,low,Target,5
1160970,2/4/2019,60,29.5,low,Control Group,0
1204304,3/2/2019,60,11.95,low,Target,5
1194792,1/22/2019,60,45,high,Target,20
1281511,4/4/2019,60,10,low,Target,5
1281511,5/8/2019,60,40,low,Target,5
1281511,6/3/2019,60,-20,low,Target,5
1131432,8/21/2019,60,48.5,medium,Target,10
1263148,9/4/2019,60,20,vip,Target,50
1281511,6/30/2019,60,-20,low,Target,5
1269553,8/5/2019,60,25,medium,Target,10
1283955,11/17/2019,60,-27.65,low,Target,5
1179678,9/2/2019,60,5,low,Target,5
1385608,1/4/2020,60,25.5,low,Target,5
1469424,1/4/2020,60,30,regnodep,Target,5
1474114,1/6/2020,60,29.85,regnodep,Target,5
1304220,2/5/2020,60,30,medium,Control Group,0
1261495,9/18/2019,59.84,34.36,low,Target,5
1178832,2/4/2020,59.81,-12.59,medium,Target,10
1190747,4/11/2019,59.8,40.11,high,Target,20
1128604,4/30/2019,59.8,18.36,medium,Target,10
1272983,7/16/2019,59.75,-64.3,high,Target,20
1180429,1/3/2020,59.75,31,low,Target,5
1251036,3/26/2019,59.7,33.82,medium,Control Group,0
1157739,9/18/2019,59.68,-20.07,low,Target,5
1148931,4/29/2019,59.6,38.13,medium,Target,10
1167618,3/6/2019,59.5,-30.01,low,Target,5
1275912,2/15/2019,59.5,29.8,regnodep,Target,5
1157739,5/5/2019,59.5,20.27,low,Target,5
1231623,1/16/2020,59.5,15.45,low,Target,5
1153955,3/10/2019,59.4,39.6,medium,Target,10
1227846,10/30/2019,59.4,-139.82,low,Control Group,0
1233289,9/6/2019,59.27,26.72,medium,Target,10
1292117,5/27/2019,59.25,30,regnodep,Target,5
1160970,7/25/2019,59.2,25.02,low,Control Group,0
1290151,5/10/2019,59.15,29.96,regnodep,Target,5
1178832,1/17/2020,59.14,19.98,medium,Target,10
1148935,7/20/2019,59.13,34.92,medium,Target,10
1215456,3/1/2019,59.05,39.89,low,Control Group,0
1160970,2/23/2019,59,34.85,low,Control Group,0
1218039,2/23/2019,59,-30.3,low,Target,5
1128604,3/16/2019,59,5,medium,Target,10
1167618,1/15/2020,59,25.3,low,Target,5
1139939,7/5/2019,58.95,18.42,low,Target,5
1142305,3/2/2019,58.9,5.09,low,Target,5
1158811,5/19/2019,58.9,24.65,low,Target,5
1131401,7/12/2019,58.9,25.45,medium,Target,10
1167618,4/22/2019,58.8,35.34,low,Target,5
1178832,11/7/2019,58.8,12.01,medium,Target,10
1250542,9/20/2019,58.8,38.85,low,Target,5
1215456,6/23/2019,58.75,49.96,low,Control Group,0
1406090,1/17/2020,58.75,34.95,medium,Control Group,0
1167618,6/17/2019,58.7,10.05,low,Target,5
1161474,12/10/2019,58.59,19.99,low,Target,5
1201401,12/7/2019,58.55,24.98,low,Target,5
1196912,6/2/2019,58.5,5.2,medium,Target,10
1196912,1/2/2020,58.5,5,medium,Target,10
1164847,2/16/2019,58.41,8,high,Target,20
1160970,11/21/2019,58.4,46.48,low,Control Group,0
1217510,1/19/2020,58.35,20.04,high,Control Group,0
1231623,1/21/2020,58.25,19.6,low,Target,5
1133225,1/5/2020,58.25,24.85,medium,Target,10
1302836,9/10/2019,58.1,26.01,low,Control Group,0
1164847,7/28/2019,58.08,11.6,high,Target,20
1180308,5/27/2019,58,20,low,Target,5
1269553,4/30/2019,58,20.5,medium,Target,10
1198664,2/3/2020,58,20,low,Target,5
1457568,1/20/2020,58,20,low,Target,5
1227846,10/12/2019,57.9,-125,low,Control Group,0
1128604,4/16/2019,57.8,20.04,medium,Target,10
1258202,3/15/2019,57.75,0.61,low,Target,5
1231623,1/28/2020,57.7,20,low,Target,5
1165513,12/31/2019,57.7,35.02,vip,Target,50
1241121,8/28/2019,57.68,-186.22,high,Target,20
1204304,6/10/2019,57.6,10,low,Target,5
1160970,7/7/2019,57.6,-6.86,low,Control Group,0
1258202,7/5/2019,57.6,19.91,low,Target,5
1187561,12/27/2019,57.6,-22.35,high,Target,20
1178832,12/19/2019,57.58,39.07,medium,Target,10
1162357,11/23/2019,57.57,15.03,low,Target,5
1231623,12/28/2019,57.5,20,low,Target,5
1258804,1/3/2020,57.5,39.82,low,Target,5
1180308,7/6/2019,57.4,-2.6,low,Target,5
1244748,3/4/2019,57.24,40.04,medium,Target,10
1227302,2/12/2019,57.24,5.08,vip,Target,50
1201401,11/21/2019,57.2,29.77,low,Target,5
1215456,3/10/2019,57.19,8.57,low,Control Group,0
1148931,2/2/2019,57.18,24.75,medium,Target,10
1232188,6/21/2019,57,20,vip,Target,50
1157739,5/17/2019,57,0.3,low,Target,5
1227846,7/22/2019,57,19.41,low,Control Group,0
1215456,2/8/2019,56.85,-598.34,low,Control Group,0
1217510,5/14/2019,56.8,31.87,high,Control Group,0
1187561,1/29/2019,56.8,40.3,high,Target,20
1180308,7/17/2019,56.8,4.1,low,Target,5
1406090,12/16/2019,56.75,30.63,medium,Control Group,0
1283955,11/19/2019,56.6,20.05,low,Target,5
1160970,3/24/2019,56.5,40.05,low,Control Group,0
1167618,3/3/2019,56.5,-40.28,low,Target,5
1195690,9/11/2019,56.5,39.9,high,Control Group,0
1240330,9/24/2019,56.5,23.75,low,Control Group,0
1128675,9/29/2019,56.5,39.94,low,Target,5
1231623,1/7/2020,56.5,30.2,low,Target,5
1272164,6/10/2019,56.45,10,low,Target,5
1283955,11/22/2019,56.4,34.8,low,Target,5
1132221,4/4/2019,56.3,15,medium,Target,10
1128604,4/24/2019,56.2,-14.68,medium,Target,10
1299431,8/4/2019,56.2,29.97,regnodep,Target,5
1178832,9/15/2019,56.19,20,medium,Target,10
1186173,4/7/2019,56.1,-8.7,low,Target,5
1263148,8/14/2019,56,40,vip,Target,50
1188328,8/5/2019,56,19.98,low,Target,5
1204304,7/27/2019,55.99,12.09,low,Target,5
1167618,5/25/2019,55.9,11.8,low,Target,5
1148646,3/31/2019,55.8,14.97,low,Control Group,0
1131401,10/18/2019,55.8,19.65,medium,Target,10
1178832,4/26/2019,55.76,23.38,medium,Target,10
1215456,4/19/2019,55.7,-28.94,low,Control Group,0
1194792,5/29/2019,55.6,35.82,high,Target,20
1250542,11/4/2019,55.6,24.8,low,Target,5
1161474,4/12/2019,55.53,20.27,low,Target,5
1178832,1/16/2020,55.49,10,medium,Target,10
