playerid,dates,handle,ggr,last_12months_segment,Target_CG,bonus
1230877,11/24/2019,1104750,-49000,high,Target,20
1230877,11/26/2019,596214,-30336,high,Target,20
1230877,11/13/2019,465250,-36000,high,Target,20
1230877,11/1/2019,437800,-20000,high,Target,20
1276799,2/24/2019,435275,69825,vip,Target,50
1230877,11/14/2019,355835,18335,high,Target,20
1230877,11/25/2019,347612,-22812,high,Target,20
1230877,10/14/2019,322050,19500,high,Target,20
1230877,10/31/2019,238785,-36481,high,Target,20
1368045,12/1/2019,172952,-5329.5,high,Target,20
1232188,1/27/2020,165101,-4186,vip,Target,50
1343991,12/3/2019,164026.5,2018.5,vip,Target,50
1230877,10/11/2019,163175,-17000,high,Target,20
1303501,1/14/2020,145088.25,-334.65,medium,Target,10
1158039,7/21/2019,138552.3,-239.68,vip,Target,50
1232188,1/29/2020,138330,6980,vip,Target,50
1230877,10/12/2019,136500,-9500,high,Target,20
1232188,8/10/2019,133595,-915,vip,Target,50
1276799,2/20/2019,132054,436,vip,Target,50
1232188,1/28/2020,128020,-19120,vip,Target,50
1230877,12/5/2019,124650,4000,high,Target,20
1300957,8/18/2019,117245,5509,high,Target,20
1232188,2/9/2019,115408,7312,vip,Target,50
1230877,10/5/2019,106125,14275,high,Target,20
1230877,12/2/2019,103600,-7500,high,Target,20
1230877,11/23/2019,103125,-10000,high,Target,20
1343991,12/11/2019,94378,1729,vip,Target,50
1230877,11/4/2019,90163,-4851,high,Target,20
1292808,6/14/2019,89854,-8146,medium,Target,10
1230877,10/10/2019,89175,-21100,high,Target,20
1230877,3/5/2019,81205,40,high,Target,20
1232188,11/27/2019,75000,2090,vip,Target,50
1230877,10/13/2019,74700,-12000,high,Target,20
1230877,3/17/2019,67279,5750,high,Target,20
1165513,11/10/2019,65884.37,10.82,vip,Target,50
1303501,2/4/2020,62958.5,-6239,medium,Target,10
1230877,11/3/2019,60900,-1000,high,Target,20
1276799,2/21/2019,59212,-2243,vip,Target,50
1276799,2/25/2019,58565,27287,vip,Target,50
1230877,11/15/2019,55000,19000,high,Target,20
1230877,10/3/2019,54725,-6075,high,Target,20
1158039,7/24/2019,53635.8,-4221.09,vip,Target,50
1158039,7/20/2019,52579.5,1503.05,vip,Target,50
1232188,2/8/2019,51690,-4800,vip,Target,50
1261999,5/12/2019,50911.05,1397,low,Target,5
1230877,12/3/2019,46685,14155,high,Target,20
1237560,3/29/2019,46292.8,974.32,vip,Control Group,0
1210671,2/28/2019,45346,167,medium,Target,10
1237560,3/22/2019,45307,-1848.51,vip,Control Group,0
1368045,12/3/2019,44066,578,high,Target,20
1230877,11/18/2019,43600,4000,high,Target,20
1230877,10/27/2019,43200,6000,high,Target,20
1230877,3/16/2019,43110,-1900,high,Target,20
1232188,12/6/2019,42015,8225,vip,Target,50
1368045,11/29/2019,40851.5,21.5,high,Target,20
1368045,11/30/2019,39818.5,327,high,Target,20
1165513,9/29/2019,39138,-66.1,vip,Target,50
1230877,11/6/2019,39000,1930,high,Target,20
1449372,12/24/2019,38761.68,1515.73,vip,Target,50
1232188,12/5/2019,38630.5,-7064.75,vip,Target,50
1230877,12/7/2019,38228,4686,high,Target,20
1237560,3/31/2019,37832.4,-1490.88,vip,Control Group,0
1164847,12/6/2019,36971.9,-3913.27,high,Target,20
1165513,11/9/2019,36357.75,-2493.2,vip,Target,50
1230877,9/28/2019,36142,10442,high,Target,20
1263148,5/22/2019,35634.7,-7724.31,vip,Target,50
1227302,1/22/2019,35416.82,2677.88,vip,Target,50
1237560,3/24/2019,35370,2759.13,vip,Control Group,0
1324826,11/15/2019,35340,167.5,medium,Control Group,0
1303501,1/15/2020,35094.38,1826.98,medium,Target,10
1165513,12/15/2019,35087.5,1593.9,vip,Target,50
1232188,11/21/2019,34718,1765,vip,Target,50
1232188,5/8/2019,33480,-4066,vip,Target,50
1158039,8/16/2019,33411.5,3421.2,vip,Target,50
1230877,10/23/2019,33200,10000,high,Target,20
1158039,6/8/2019,32742.65,2179.85,vip,Target,50
1235704,2/14/2019,31743.34,94.98,medium,Target,10
1292808,6/1/2019,31509.4,-13990.6,medium,Target,10
1237560,4/6/2019,30861.8,1263.82,vip,Control Group,0
1303501,2/3/2020,30531,-1404.75,medium,Target,10
1237560,7/8/2019,30504.5,1018.4,vip,Control Group,0
1232188,5/9/2019,29959,5051,vip,Target,50
1232188,7/4/2019,29834.2,943.7,vip,Target,50
1343991,12/31/2019,29582.1,227,vip,Target,50
1232188,11/25/2019,29355.8,4018.3,vip,Target,50
1232188,6/22/2019,28299.2,260,vip,Target,50
1175012,6/2/2019,28279,1194.9,medium,Target,10
1263148,6/12/2019,28153.6,-521.22,vip,Target,50
1263148,6/13/2019,27984.2,1049.36,vip,Target,50
1165513,11/11/2019,27886.05,3121.88,vip,Target,50
1232188,8/9/2019,27856.5,-3714.5,vip,Target,50
1195690,6/1/2019,27850.1,-3731.76,high,Control Group,0
1167420,4/22/2019,27486.55,-3705.11,vip,Control Group,0
1230877,10/4/2019,27200,-3300,high,Target,20
1493906,1/13/2020,26856,579,low,Control Group,0
1167420,4/23/2019,26829.21,4222.35,vip,Control Group,0
1263148,12/14/2019,26605.43,467.49,vip,Target,50
1368045,12/28/2019,26346,400,high,Target,20
1165513,6/23/2019,26338.75,-424.25,vip,Target,50
1449372,12/26/2019,26296,1529,vip,Target,50
1251249,6/4/2019,26219.5,-2930.26,medium,Target,10
1165513,1/7/2020,26049.3,-551.47,vip,Target,50
1237560,4/14/2019,26048.5,585,vip,Control Group,0
1368045,12/2/2019,25905.5,696.5,high,Target,20
1230877,11/5/2019,25850,-1800,high,Target,20
1232188,6/10/2019,25474.9,225.35,vip,Target,50
1219211,2/25/2019,25239.3,2067.85,high,Target,20
1171041,1/26/2020,25180.2,937.02,high,Target,20
1165513,2/21/2019,25100.65,-1392.55,vip,Target,50
1275092,10/13/2019,24949.25,-694.12,medium,Target,10
1368045,12/7/2019,24565,233.5,high,Target,20
1274573,3/15/2019,24283.94,5939.86,vip,Target,50
1274573,4/3/2019,24242.88,-6402.82,vip,Target,50
1368045,12/17/2019,24195.5,978.5,high,Target,20
1230877,9/27/2019,24150,-2700,high,Target,20
1292808,7/9/2019,24050,4150,medium,Target,10
1165513,6/30/2019,23941.8,1116.48,vip,Target,50
1164847,12/10/2019,23870.9,352.64,high,Target,20
1230877,12/6/2019,23800,2000,high,Target,20
1227302,1/27/2019,23350.86,3411.91,vip,Target,50
1368045,12/5/2019,23312.5,-325,high,Target,20
1303501,12/21/2019,23016.7,592.7,medium,Target,10
1368045,11/10/2019,22908,-49,high,Target,20
1274573,4/6/2019,22850.08,1489.83,vip,Target,50
1237560,4/30/2019,22841,127.18,vip,Control Group,0
1263148,11/17/2019,22822.5,-5250.9,vip,Target,50
1195690,1/27/2020,22723.89,-1075.67,high,Control Group,0
1237560,4/5/2019,22609.2,524.56,vip,Control Group,0
1232188,8/11/2019,22568.75,4547.25,vip,Target,50
1132221,5/2/2019,22496.7,133.4,medium,Target,10
1158039,7/25/2019,22443.43,1718.12,vip,Target,50
1165513,1/5/2020,22395.6,-305.4,vip,Target,50
1167420,4/25/2019,22273.97,388.68,vip,Control Group,0
1158039,7/3/2019,21974.3,-135.98,vip,Target,50
1132221,3/16/2019,21900.8,977.7,medium,Target,10
1232188,3/26/2019,21623,-1350,vip,Target,50
1232188,2/6/2019,21397,-1195,vip,Target,50
1135249,10/14/2019,21362.5,-1579.39,high,Target,20
1237560,8/24/2019,21353.2,287.7,vip,Control Group,0
1167420,4/26/2019,21336.93,1238.96,vip,Control Group,0
1165513,1/6/2020,21253.7,-910.7,vip,Target,50
1132221,3/15/2019,21249.85,-927.78,medium,Target,10
1232188,3/24/2019,21143.2,2024.8,vip,Target,50
1232188,9/8/2019,21112,-200,vip,Target,50
1158039,8/15/2019,20876.95,-218.14,vip,Target,50
1132221,3/1/2019,20800.05,97.21,medium,Target,10
1135249,10/12/2019,20674.5,-699.4,high,Target,20
1165513,3/24/2019,20505,585.25,vip,Target,50
1158039,4/8/2019,20361.6,135.3,vip,Target,50
1135249,10/11/2019,20308.5,904.35,high,Target,20
1232188,3/9/2019,20288,-1224,vip,Target,50
1158039,7/17/2019,20232.16,-1345.91,vip,Target,50
1270640,1/28/2019,20092.15,143.03,high,Control Group,0
1252502,1/13/2020,20025.5,961,medium,Target,10
1170277,1/30/2020,20000,600,high,Target,20
1261999,1/19/2020,19993.75,-8749,low,Target,5
1227302,2/4/2019,19976.57,4000.91,vip,Target,50
1165513,12/13/2019,19931,-200.75,vip,Target,50
1158039,4/7/2019,19870.1,-1190.92,vip,Target,50
1237560,3/25/2019,19785.6,1027.98,vip,Control Group,0
1232188,12/17/2019,19692,2071,vip,Target,50
1303501,12/23/2019,19646,282.5,medium,Target,10
1232188,11/29/2019,19516,1167.75,vip,Target,50
1135249,10/13/2019,19265,1392.4,high,Target,20
1158039,4/11/2019,19223.15,569.65,vip,Target,50
1133225,7/26/2019,19189.44,35.84,medium,Target,10
1237560,4/15/2019,19161.2,308.96,vip,Control Group,0
1165513,2/18/2019,19103.95,715.6,vip,Target,50
1283078,4/6/2019,19103.55,28.1,medium,Target,10
1324826,11/20/2019,19098,-2480,medium,Control Group,0
1391374,11/9/2019,19032.15,241.5,medium,Target,10
1237560,9/6/2019,18922.8,638.2,vip,Control Group,0
1331154,1/16/2020,18900,-10,high,Target,20
1331154,1/8/2020,18833.5,678.75,high,Target,20
1165513,12/14/2019,18784.03,-1457.31,vip,Target,50
1237973,1/20/2020,18703.95,114.69,medium,Target,10
1263148,6/30/2019,18655.51,972.21,vip,Target,50
1263148,11/18/2019,18615.85,3117.6,vip,Target,50
1296808,9/14/2019,18606.35,41.04,high,Target,20
1163523,3/26/2019,18577.6,1045.05,high,Target,20
1449372,1/29/2020,18545,-1090,vip,Target,50
1368045,11/28/2019,18475,-550,high,Target,20
1164847,12/8/2019,18421.2,938.02,high,Target,20
1324826,10/20/2019,18380,400,medium,Control Group,0
1165513,12/9/2019,18340.3,1086.13,vip,Target,50
1165513,7/9/2019,18328.15,2824.2,vip,Target,50
1165513,10/14/2019,18312.25,-285.48,vip,Target,50
1232188,9/20/2019,18278.75,925,vip,Target,50
1263148,4/6/2019,18174.65,366.99,vip,Target,50
1135249,10/8/2019,18032.5,-77.7,high,Target,20
1165513,11/14/2019,18026.65,74,vip,Target,50
1368045,12/13/2019,17979.5,500.5,high,Target,20
1261999,3/11/2019,17968.8,-1947.95,low,Target,5
1237560,4/17/2019,17875,-1078.66,vip,Control Group,0
1165513,8/18/2019,17741.25,429.15,vip,Target,50
1237973,1/31/2020,17584.5,-1719.26,medium,Target,10
1165513,7/2/2019,17513.25,-772.7,vip,Target,50
1232188,6/2/2019,17429.9,2134.2,vip,Target,50
1165513,1/11/2020,17268.95,-547.35,vip,Target,50
1165513,9/3/2019,17231.73,1642.91,vip,Target,50
1158039,3/21/2019,17134.6,1606.39,vip,Target,50
1232188,6/1/2019,17127.3,-1195.7,vip,Target,50
1343991,11/30/2019,17111,880,vip,Target,50
1270640,4/7/2019,17090.25,-1372.66,high,Control Group,0
1232188,7/3/2019,17079.95,-238.45,vip,Target,50
1270640,3/19/2019,17040.75,2912.65,high,Control Group,0
1232188,2/20/2019,16945.85,56.9,vip,Target,50
1165513,4/17/2019,16845.8,1060.5,vip,Target,50
1165513,11/23/2019,16819.9,642.85,vip,Target,50
1263148,6/9/2019,16794.55,405.84,vip,Target,50
1267187,2/4/2019,16782.4,998.55,high,Target,20
1165513,9/2/2019,16727,-936.1,vip,Target,50
1263413,2/1/2019,16620,1500,high,Target,20
1158039,7/18/2019,16601,2896.64,vip,Target,50
1232188,5/22/2019,16569,163,vip,Target,50
1263148,4/27/2019,16544.7,220.62,vip,Target,50
1195690,4/10/2019,16529.9,706.07,high,Control Group,0
1232188,3/23/2019,16521,-1600,vip,Target,50
1449372,12/28/2019,16512,712.5,vip,Target,50
1274573,3/12/2019,16369.64,1780.66,vip,Target,50
1195690,11/8/2019,16278.58,2138.91,high,Control Group,0
1274573,4/5/2019,16221.92,4033.22,vip,Target,50
1237973,2/4/2020,16132.55,-488.41,medium,Target,10
1165513,3/22/2019,15953.85,525.45,vip,Target,50
1237560,4/19/2019,15830.8,-2.32,vip,Control Group,0
1232188,8/14/2019,15666.25,1363.25,vip,Target,50
1296808,10/31/2019,15656.1,-1099.89,high,Target,20
1237973,2/2/2020,15640.05,727.29,medium,Target,10
1164847,12/11/2019,15573.06,212.15,high,Target,20
1270640,2/2/2019,15564.73,-330.94,high,Control Group,0
1296808,9/25/2019,15547.6,-1609.24,high,Target,20
1305477,1/14/2020,15544.5,1074.1,low,Target,5
1165513,5/12/2019,15497.55,1064.23,vip,Target,50
1165513,3/21/2019,15487.55,-1508.18,vip,Target,50
1165513,8/12/2019,15324.85,224.25,vip,Target,50
1165513,9/21/2019,15293.85,1217.4,vip,Target,50
1343991,11/29/2019,15275.5,920,vip,Target,50
1428473,1/20/2020,15257,-174.5,high,Target,20
1368045,1/24/2020,15173,1546,high,Target,20
1165513,1/28/2019,15172.26,-1658.64,vip,Target,50
1331154,1/9/2020,15095.5,406,high,Target,20
1232188,1/30/2020,15060.5,3559.5,vip,Target,50
1368045,10/30/2019,15038.5,34.1,high,Target,20
1343991,12/18/2019,14969.1,2021.05,vip,Target,50
1227302,2/5/2019,14903.64,1131.91,vip,Target,50
1237560,4/12/2019,14839,-153.2,vip,Control Group,0
1135249,10/2/2019,14793,-2735,high,Target,20
1428473,1/7/2020,14691,583.5,high,Target,20
1241121,9/7/2019,14665.04,8.14,high,Target,20
1263148,7/14/2019,14608.1,48.96,vip,Target,50
1165513,3/25/2019,14579.22,347.02,vip,Target,50
1368045,12/8/2019,14510.5,472.5,high,Target,20
1165513,7/28/2019,14504.1,95.8,vip,Target,50
1165513,7/4/2019,14472.75,-1913.7,vip,Target,50
1232188,6/6/2019,14459,1115,vip,Target,50
1158039,7/12/2019,14454.6,137.14,vip,Target,50
1263148,12/21/2019,14446.51,-4488.75,vip,Target,50
1180308,8/21/2019,14412,-42,low,Target,5
1227302,2/2/2019,14338.6,1994.67,vip,Target,50
1165513,3/23/2019,14237,-1468.6,vip,Target,50
1165513,10/6/2019,14201,1525.14,vip,Target,50
1195690,12/29/2019,14189.94,656.26,high,Control Group,0
1165513,7/1/2019,14176.5,-1010.25,vip,Target,50
1204930,12/22/2019,14151,900,medium,Control Group,0
1158039,7/22/2019,14142.3,2269.06,vip,Target,50
1270640,4/8/2019,14032.6,1820.05,high,Control Group,0
1165513,10/13/2019,14014.92,1042.37,vip,Target,50
1158039,6/6/2019,13991.5,898.1,vip,Target,50
1285934,4/17/2019,13980,3510,high,Target,20
1237560,4/10/2019,13938,1032.52,vip,Control Group,0
1296808,7/9/2019,13918.54,9,high,Target,20
1267187,5/11/2019,13902.3,102.5,high,Target,20
1165513,10/29/2019,13880.7,318.19,vip,Target,50
1165513,9/7/2019,13879.2,537.25,vip,Target,50
1368045,1/23/2020,13877,-1035,high,Target,20
1227302,2/8/2019,13856.2,1795.43,vip,Target,50
1165513,12/21/2019,13804.4,330.75,vip,Target,50
1232188,6/24/2019,13779,404,vip,Target,50
1263148,11/6/2019,13731.56,233.6,vip,Target,50
1263148,3/6/2019,13694.4,159.62,vip,Target,50
1237560,3/30/2019,13604.8,-1259,vip,Control Group,0
1302559,9/21/2019,13590.07,-584.9,high,Target,20
1263148,4/20/2019,13583.95,36.26,vip,Target,50
1296808,7/15/2019,13547.67,1543.99,high,Target,20
1263148,6/29/2019,13499.6,-258.11,vip,Target,50
1165513,2/17/2019,13467.15,-876.25,vip,Target,50
1165513,5/20/2019,13294.3,1545.03,vip,Target,50
1165513,4/10/2019,13264.15,1396.25,vip,Target,50
1343991,10/25/2019,13166.4,449.4,vip,Target,50
1195690,8/13/2019,13113.6,816.78,high,Control Group,0
1387326,1/15/2020,13048.2,-845.15,low,Control Group,0
1428473,1/18/2020,13024,899.5,high,Target,20
1165513,2/22/2019,12998,62.4,vip,Target,50
1263148,8/12/2019,12995.55,214.51,vip,Target,50
1263148,2/2/2020,12892,-1118.18,vip,Target,50
1263148,12/26/2019,12875.12,-370.9,vip,Target,50
1239225,6/28/2019,12730,-1509.8,low,Target,5
1324826,9/13/2019,12701.1,-741.1,medium,Control Group,0
1158039,4/10/2019,12696.5,-717.72,vip,Target,50
1165513,5/19/2019,12650.85,-1057.6,vip,Target,50
1158039,3/19/2019,12609.35,1187,vip,Target,50
1274573,3/14/2019,12583.9,1399.68,vip,Target,50
1237560,4/7/2019,12581.6,1184.32,vip,Control Group,0
1237560,11/21/2019,12543.8,1458.05,vip,Control Group,0
1165513,12/8/2019,12541.27,822.1,vip,Target,50
1232188,2/18/2019,12513.25,1150,vip,Target,50
1165513,6/28/2019,12505.82,1073.87,vip,Target,50
1237560,4/18/2019,12441.4,529.94,vip,Control Group,0
1158039,4/9/2019,12422.8,947.85,vip,Target,50
1227302,2/6/2019,12411.9,1833.5,vip,Target,50
1158039,1/24/2020,12406.35,-967.52,vip,Target,50
1270640,1/24/2019,12381.5,433.7,high,Control Group,0
1263148,7/13/2019,12327.98,228.3,vip,Target,50
1158039,6/3/2019,12270.65,286.22,vip,Target,50
1282791,4/22/2019,12251.8,-1589.23,medium,Target,10
1170277,9/17/2019,12247,-5403.06,high,Target,20
1368045,12/4/2019,12234.5,167.72,high,Target,20
1237973,1/19/2020,12171.1,-204.5,medium,Target,10
1237560,5/5/2019,12167.2,1570.78,vip,Control Group,0
1263148,10/13/2019,12149.7,-1129.4,vip,Target,50
1368045,12/6/2019,12148,341,high,Target,20
1263148,8/5/2019,12115.95,899.54,vip,Target,50
1165513,11/24/2019,12088.6,794.73,vip,Target,50
1194792,2/16/2019,12065.9,-283.35,high,Target,20
1165513,4/16/2019,12046.75,-1031,vip,Target,50
1464727,1/2/2020,12034.75,-2270.5,low,Target,5
1227302,2/16/2019,11974.53,2148.3,vip,Target,50
1230001,1/25/2020,11970.12,-496.14,high,Target,20
1227302,1/26/2019,11863.9,230.99,vip,Target,50
1237560,4/13/2019,11862.6,617.19,vip,Control Group,0
1167420,5/1/2019,11851.29,802.39,vip,Control Group,0
1235704,2/16/2019,11849.12,-7583.06,medium,Target,10
1302559,1/7/2020,11832.75,-780.92,high,Target,20
1368045,11/22/2019,11828,251.5,high,Target,20
1263148,12/16/2019,11768.7,-1180.61,vip,Target,50
1282791,4/23/2019,11746.85,-1714.88,medium,Target,10
1368045,11/16/2019,11670.9,43.85,high,Target,20
1232188,4/6/2019,11663.7,590.6,vip,Target,50
1296808,7/13/2019,11648.8,1302.7,high,Target,20
1227302,2/9/2019,11647.9,1431.81,vip,Target,50
1270030,3/4/2019,11563,250,high,Control Group,0
1493906,1/16/2020,11527,-184,low,Control Group,0
1195690,4/5/2019,11499.14,-802.46,high,Control Group,0
1267187,2/23/2019,11429.1,330.45,high,Target,20
1170277,9/16/2019,11425,-396.97,high,Target,20
1165513,2/23/2019,11422.45,1927.8,vip,Target,50
1263148,10/14/2019,11410.75,1631.03,vip,Target,50
1165513,10/20/2019,11399,-300.9,vip,Target,50
1324826,12/27/2019,11350,297.5,medium,Control Group,0
1368045,2/6/2020,11350,257,high,Target,20
1267187,1/24/2019,11318.3,1277.41,high,Target,20
1230296,11/9/2019,11310,-500,medium,Control Group,0
1237560,5/7/2019,11303.2,790.98,vip,Control Group,0
1267187,2/3/2019,11274.95,-827.85,high,Target,20
1165513,10/23/2019,11254.05,311.02,vip,Target,50
1232188,7/13/2019,11226.5,2245.25,vip,Target,50
1270640,3/3/2019,11173.6,-698.07,high,Control Group,0
1165513,4/9/2019,11153.2,-1157.05,vip,Target,50
1230877,9/26/2019,11075,-2525,high,Target,20
1368045,12/16/2019,11066.7,-358.6,high,Target,20
1269553,10/14/2019,11050,473.5,medium,Target,10
1252502,2/4/2019,11022,1204.5,medium,Target,10
1195690,4/24/2019,11017,352.11,high,Control Group,0
1296808,8/27/2019,10999.19,1431.37,high,Target,20
1165513,2/19/2019,10980,-900.1,vip,Target,50
1232188,4/5/2019,10936.5,17,vip,Target,50
1232188,8/16/2019,10840,642,vip,Target,50
1368045,12/31/2019,10791,464.5,high,Target,20
1195690,6/25/2019,10760.26,-886.71,high,Control Group,0
1195690,11/1/2019,10758.26,1014.06,high,Control Group,0
1296808,8/30/2019,10734,399.92,high,Target,20
1165513,6/27/2019,10719.5,1257.25,vip,Target,50
1170785,5/23/2019,10710.7,144.12,medium,Target,10
1135249,10/15/2019,10692.5,952,high,Target,20
1164847,12/12/2019,10600.1,1066.36,high,Target,20
1232188,8/12/2019,10598.5,362.5,vip,Target,50
1158039,2/13/2019,10577.4,873.67,vip,Target,50
1165513,6/29/2019,10525.62,-1803.29,vip,Target,50
1165513,3/26/2019,10483.75,-72.55,vip,Target,50
1158039,10/4/2019,10480.45,968,vip,Target,50
1343991,12/5/2019,10468,560,vip,Target,50
1232188,7/12/2019,10458,-1300,vip,Target,50
1232188,7/21/2019,10435.95,863.5,vip,Target,50
1232188,3/10/2019,10431.65,1373.85,vip,Target,50
1230877,9/25/2019,10425,-2875,high,Target,20
1368045,12/25/2019,10423.5,351.5,high,Target,20
1274573,3/5/2019,10400.4,1733.89,vip,Target,50
1391374,11/7/2019,10399.2,313,medium,Target,10
1282791,4/19/2019,10383,-1050.8,medium,Target,10
1195690,3/23/2019,10353.3,406.2,high,Control Group,0
1282791,4/24/2019,10299.75,-869.31,medium,Target,10
1285368,4/14/2019,10296,399,medium,Target,10
1282791,4/5/2019,10255,299.85,medium,Target,10
1368045,2/3/2020,10249.5,292.5,high,Target,20
1282791,4/15/2019,10233.75,202.25,medium,Target,10
1158039,5/6/2019,10168.75,1053.49,vip,Target,50
1164847,8/3/2019,10153.3,200.6,high,Target,20
1232188,8/8/2019,10137,-1420,vip,Target,50
1267187,3/10/2019,10101.4,-1147.1,high,Target,20
1237560,7/13/2019,10075.4,740.8,vip,Control Group,0
1165513,5/5/2019,10069,-720.85,vip,Target,50
1170277,9/20/2019,10054.75,891.3,high,Target,20
1165513,7/13/2019,10040.35,683.59,vip,Target,50
1164847,8/16/2019,10025.37,-380.68,high,Target,20
1237560,3/26/2019,10011.2,889.36,vip,Control Group,0
1343991,12/10/2019,9996.5,365.5,vip,Target,50
1165513,1/12/2020,9925.95,1260.91,vip,Target,50
1237560,7/23/2019,9915.2,2269.8,vip,Control Group,0
1324826,9/16/2019,9855,137.5,medium,Control Group,0
1194792,2/4/2019,9818.5,1400.1,high,Target,20
1165513,10/5/2019,9808.2,-1099.41,vip,Target,50
1237973,1/15/2020,9807.77,-1162.19,medium,Target,10
1132221,5/31/2019,9750.2,119.95,medium,Target,10
1158039,5/7/2019,9736,-438.85,vip,Target,50
1170785,3/28/2019,9722.65,1059.43,medium,Target,10
1158039,5/8/2019,9695.6,801,vip,Target,50
1271992,4/8/2019,9690.04,-3678.49,low,Target,5
1165513,1/29/2019,9675.15,2331.15,vip,Target,50
1165513,11/17/2019,9668,1111.6,vip,Target,50
1244748,4/18/2019,9657.3,289.1,medium,Target,10
1165513,10/15/2019,9650.85,672.21,vip,Target,50
1165513,11/18/2019,9648.4,652.5,vip,Target,50
1158039,3/18/2019,9646.5,891.9,vip,Target,50
1165513,5/11/2019,9639.2,440.15,vip,Target,50
1269553,10/13/2019,9626,303.5,medium,Target,10
1331154,1/11/2020,9588.5,238.5,high,Target,20
1170277,9/18/2019,9574.4,1110.5,high,Target,20
1237560,4/4/2019,9559.8,727.44,vip,Control Group,0
1239225,6/26/2019,9556.6,51.95,low,Target,5
1165513,10/22/2019,9533.37,-476.78,vip,Target,50
1230001,1/26/2020,9518.94,-500.01,high,Target,20
1232188,3/27/2019,9500.25,1294.25,vip,Target,50
1343991,11/25/2019,9500,1293,vip,Target,50
1195690,12/1/2019,9499.22,-978.45,high,Control Group,0
1164847,12/7/2019,9491.06,1178.72,high,Target,20
1195690,2/22/2019,9484.34,311.34,high,Control Group,0
1165513,10/19/2019,9477.59,547.56,vip,Target,50
1187561,11/10/2019,9459.45,-165.17,high,Target,20
1270640,3/18/2019,9413.75,-4419.83,high,Control Group,0
1164847,12/14/2019,9347.06,409.66,high,Target,20
1153955,4/29/2019,9345.5,-1472.55,medium,Target,10
1230296,11/10/2019,9300,2000,medium,Control Group,0
1267468,6/8/2019,9258.5,-285.5,medium,Target,10
1293083,6/3/2019,9249.9,2154.81,medium,Target,10
1232188,9/9/2019,9235,945,vip,Target,50
1235704,2/13/2019,9231.14,-8937.55,medium,Target,10
1239225,6/27/2019,9180.25,-1599.5,low,Target,5
1263148,6/8/2019,9154.4,615.39,vip,Target,50
1267468,4/2/2019,9125,380,medium,Target,10
1165513,6/15/2019,9107.22,795.45,vip,Target,50
1219211,4/19/2019,9092.5,454.5,high,Target,20
1164847,12/9/2019,9051.54,447.77,high,Target,20
1167420,1/18/2020,9051.3,222.68,vip,Control Group,0
1296808,9/7/2019,9032.45,-234.44,high,Target,20
1391374,11/10/2019,9027.15,-172.55,medium,Target,10
1296808,11/1/2019,9012,204.87,high,Target,20
1165513,6/22/2019,8991.7,607.2,vip,Target,50
1296808,9/6/2019,8927.75,-1438,high,Target,20
1187561,4/8/2019,8925.3,1298.37,high,Target,20
1165513,6/24/2019,8909.1,2157.77,vip,Target,50
1158039,8/6/2019,8899.7,1007.84,vip,Target,50
1165513,2/20/2019,8880,114.1,vip,Target,50
1165513,4/28/2019,8848.5,1664.75,vip,Target,50
1263148,5/23/2019,8777.65,530.91,vip,Target,50
1303501,1/13/2020,8712,50.5,medium,Target,10
1165513,5/18/2019,8706.95,1473.12,vip,Target,50
1165513,8/22/2019,8699.15,345.52,vip,Target,50
1324826,11/21/2019,8689.2,275.5,medium,Control Group,0
1296808,10/17/2019,8685.43,262.15,high,Target,20
1263148,8/4/2019,8678.85,-484.25,vip,Target,50
1165513,10/24/2019,8637.1,630.05,vip,Target,50
1267187,5/12/2019,8628.7,1071.31,high,Target,20
1165513,6/26/2019,8626.95,-420.25,vip,Target,50
1296808,9/20/2019,8609.3,-649.6,high,Target,20
1232188,12/18/2019,8608.75,138.75,vip,Target,50
1263148,12/13/2019,8604.8,-879.68,vip,Target,50
1267187,5/10/2019,8599.9,478.2,high,Target,20
1196912,12/12/2019,8595.2,425.1,medium,Target,10
1158039,1/26/2020,8594.15,208.64,vip,Target,50
1187561,3/18/2019,8569.15,1284.11,high,Target,20
1187561,3/21/2019,8564.05,1017.29,high,Target,20
1263148,11/16/2019,8534.1,-1427.85,vip,Target,50
1274573,3/13/2019,8519.9,-2749.04,vip,Target,50
1158039,1/22/2020,8508,233.42,vip,Target,50
1165513,8/13/2019,8500.05,567.41,vip,Target,50
1165513,8/31/2019,8450.8,1942.61,vip,Target,50
1232188,2/22/2019,8439,606,vip,Target,50
1343991,12/4/2019,8394,321,vip,Target,50
1187561,8/26/2019,8369.8,-233.8,high,Target,20
1267468,6/3/2019,8361.5,-901,medium,Target,10
1292196,12/12/2019,8360,1230.05,high,Control Group,0
1302559,12/5/2019,8345.03,408.77,high,Target,20
1263148,11/21/2019,8344.35,513.3,vip,Target,50
1282791,4/27/2019,8312.5,397.5,medium,Target,10
1165513,12/28/2019,8310.1,921.21,vip,Target,50
1359358,11/16/2019,8302.75,424.92,medium,Target,10
1167420,4/20/2019,8282.4,942.23,vip,Control Group,0
1368045,11/9/2019,8282,18.5,high,Target,20
1158039,7/19/2019,8267.8,86.68,vip,Target,50
1128604,2/14/2019,8259.7,323.01,medium,Target,10
1296808,9/22/2019,8178.2,100.18,high,Target,20
1258202,7/20/2019,8160.8,695.1,low,Target,5
1196262,1/3/2020,8160.32,1481.56,high,Target,20
1391374,11/12/2019,8157.75,322.67,medium,Target,10
1263148,9/22/2019,8119,-27.6,vip,Target,50
